label,q1,q2
0,Q507658,Q457722
1,Q097845,Q399359
0,Q363615,Q276669
0,Q426873,Q380136
1,Q506307,Q644539
0,Q493220,Q513157
1,Q494803,Q316015
1,Q386358,Q021022
0,Q106804,Q116056
1,Q371990,Q462680
0,Q654305,Q416899
1,Q119712,Q542150
0,Q420792,Q461720
0,Q721074,Q638935
0,Q576661,Q177042
0,Q490878,Q322148
1,Q604501,Q635073
1,Q187234,Q049956
1,Q338299,Q521690
1,Q312416,Q220721
0,Q301164,Q075813
0,Q234475,Q171496
1,Q653655,Q298768
0,Q295697,Q127008
0,Q581014,Q575512
0,Q083951,Q235525
0,Q275422,Q107032
0,Q727033,Q280284
1,Q457553,Q666994
1,Q073714,Q592379
1,Q343771,Q340343
0,Q475874,Q198242
0,Q041651,Q480361
1,Q631989,Q669426
1,Q292961,Q147533
0,Q690894,Q567818
0,Q376354,Q015385
0,Q029994,Q143194
0,Q114076,Q467948
1,Q219176,Q630139
0,Q376546,Q146068
1,Q371399,Q465307
1,Q723703,Q326091
1,Q532227,Q521684
0,Q006126,Q580407
1,Q363326,Q662451
0,Q190821,Q078815
1,Q545011,Q727827
1,Q701093,Q008924
0,Q439124,Q391709
1,Q094611,Q418123
1,Q035697,Q483224
1,Q510516,Q035631
0,Q076806,Q715180
0,Q140687,Q522803
1,Q127560,Q241479
0,Q225809,Q064855
0,Q701156,Q007539
0,Q433253,Q003851
0,Q294534,Q716294
1,Q219993,Q557218
1,Q526196,Q672494
1,Q555805,Q428268
1,Q425315,Q013887
0,Q434666,Q259453
0,Q144197,Q467872
1,Q143262,Q291208
1,Q022777,Q103623
1,Q549543,Q411481
1,Q142598,Q425933
0,Q103199,Q008872
1,Q242524,Q450909
0,Q321306,Q101916
0,Q429002,Q476211
1,Q070738,Q261917
1,Q610535,Q705674
1,Q264891,Q179358
0,Q234313,Q214765
0,Q532892,Q682441
1,Q285396,Q547513
1,Q198624,Q060602
1,Q237012,Q009789
1,Q234734,Q376293
0,Q119150,Q180075
1,Q490297,Q118426
0,Q721852,Q712535
0,Q153382,Q046171
1,Q444673,Q150531
0,Q292249,Q007567
0,Q449521,Q239710
1,Q425111,Q563374
0,Q283186,Q061972
1,Q694030,Q218822
1,Q302152,Q614087
1,Q700334,Q120955
0,Q336923,Q642920
1,Q258828,Q410288
1,Q565861,Q178308
1,Q501606,Q150964
1,Q002775,Q475595
0,Q327729,Q355808
1,Q531364,Q336990
1,Q036372,Q187766
1,Q252211,Q618119
1,Q409321,Q722851
0,Q388323,Q509839
1,Q009333,Q193882
1,Q496939,Q661487
1,Q340126,Q076986
1,Q101902,Q716785
1,Q696705,Q480243
1,Q698560,Q583969
0,Q724301,Q312787
1,Q086284,Q298181
1,Q079255,Q505873
1,Q524712,Q435529
0,Q303139,Q517771
1,Q422889,Q323577
0,Q108610,Q425580
1,Q033290,Q084957
0,Q594398,Q637421
1,Q586208,Q581056
1,Q237458,Q500949
1,Q724447,Q351867
1,Q397377,Q015924
1,Q132336,Q272807
0,Q456038,Q087347
0,Q614716,Q447657
0,Q107857,Q409083
1,Q506527,Q705674
1,Q194936,Q123794
1,Q348394,Q436636
0,Q606721,Q130080
1,Q348190,Q037987
0,Q061249,Q399226
1,Q622293,Q292424
1,Q170962,Q354958
0,Q621085,Q423486
0,Q644898,Q662218
0,Q258828,Q665097
1,Q127146,Q499928
1,Q431704,Q313228
1,Q060196,Q356439
1,Q703047,Q182081
1,Q047866,Q466649
0,Q319692,Q112020
0,Q607416,Q255572
0,Q631740,Q350106
1,Q415776,Q119343
1,Q598361,Q592168
1,Q439096,Q487816
0,Q718413,Q478766
1,Q016483,Q422420
0,Q422424,Q180060
1,Q177167,Q199478
0,Q420432,Q543722
0,Q420719,Q524464
1,Q133668,Q186879
1,Q331917,Q260663
1,Q473173,Q186417
1,Q128001,Q460148
0,Q605238,Q522500
0,Q103697,Q548366
1,Q340559,Q052675
0,Q428098,Q125534
1,Q411085,Q439819
0,Q601678,Q402717
0,Q358379,Q357240
1,Q091024,Q061131
0,Q581786,Q083377
1,Q470948,Q174238
1,Q485418,Q652515
1,Q399039,Q628444
1,Q355350,Q035098
0,Q111110,Q135406
0,Q704988,Q724706
1,Q655349,Q432371
1,Q385941,Q026368
0,Q142007,Q298006
0,Q490295,Q080109
0,Q683983,Q695305
1,Q505291,Q042891
0,Q705243,Q580176
0,Q343174,Q020255
0,Q461720,Q604455
1,Q684051,Q120955
0,Q266938,Q229794
1,Q045967,Q137694
0,Q069563,Q523061
0,Q561370,Q130906
0,Q141588,Q321890
0,Q141429,Q299090
1,Q645701,Q529005
0,Q636577,Q319958
1,Q107058,Q391807
1,Q102536,Q385265
1,Q575428,Q214585
0,Q681152,Q401619
0,Q072762,Q582437
0,Q484966,Q364123
0,Q535255,Q560861
1,Q559200,Q150964
0,Q068326,Q408275
1,Q205928,Q129234
0,Q046523,Q629285
0,Q494925,Q705509
0,Q152775,Q078126
1,Q108364,Q129100
0,Q248018,Q170141
0,Q405818,Q353110
0,Q354605,Q386497
0,Q196898,Q370225
0,Q256536,Q326290
1,Q207814,Q645941
0,Q448849,Q507232
1,Q711738,Q338108
1,Q056824,Q310373
0,Q109087,Q143191
1,Q530013,Q018405
0,Q486626,Q091001
1,Q578129,Q169568
0,Q252151,Q329643
0,Q107021,Q007907
1,Q624727,Q600712
0,Q030043,Q270161
1,Q211483,Q479371
1,Q314392,Q714518
0,Q402263,Q322814
1,Q711563,Q515300
0,Q568737,Q395590
0,Q516343,Q009867
0,Q383871,Q424091
1,Q085454,Q093866
1,Q577732,Q639859
1,Q451368,Q500636
0,Q286646,Q465003
0,Q207059,Q371721
1,Q140120,Q058857
0,Q279078,Q557434
1,Q127141,Q112509
1,Q403022,Q005112
0,Q523061,Q189714
0,Q592326,Q392347
1,Q287509,Q127625
1,Q114682,Q101453
1,Q183735,Q300415
0,Q371927,Q318876
1,Q191200,Q270262
0,Q123620,Q093115
1,Q021173,Q645061
1,Q436448,Q023713
1,Q686621,Q621909
0,Q611878,Q514563
1,Q107715,Q596170
1,Q526780,Q578889
0,Q150465,Q693755
0,Q230128,Q539886
0,Q307041,Q426457
0,Q618214,Q028402
0,Q348529,Q028995
0,Q364355,Q590768
1,Q551029,Q397713
0,Q285398,Q015637
1,Q604194,Q424423
0,Q146964,Q235659
1,Q155265,Q001392
1,Q245523,Q428058
0,Q648898,Q337715
0,Q555440,Q071991
0,Q374290,Q544610
1,Q689447,Q236966
1,Q128624,Q466495
0,Q414041,Q541032
1,Q680058,Q507402
1,Q500162,Q507896
1,Q027190,Q426546
0,Q135985,Q092724
0,Q316265,Q409906
1,Q114996,Q451912
0,Q499844,Q097017
0,Q455675,Q611477
1,Q679264,Q655496
0,Q062935,Q659444
1,Q696123,Q473738
1,Q569699,Q251674
0,Q218717,Q630604
1,Q379491,Q604685
0,Q146385,Q625920
0,Q609185,Q007804
1,Q003136,Q326540
0,Q695221,Q272022
0,Q325975,Q542619
0,Q432662,Q522317
1,Q187215,Q202511
0,Q174485,Q519000
1,Q465914,Q220550
1,Q114902,Q612261
1,Q353716,Q456673
0,Q561227,Q441370
1,Q389029,Q605668
1,Q588782,Q643981
1,Q702424,Q657878
1,Q161359,Q620238
0,Q146930,Q135531
1,Q493565,Q695168
1,Q400370,Q311303
0,Q264812,Q442333
1,Q137084,Q138764
0,Q424415,Q717038
0,Q616332,Q130080
1,Q362897,Q630139
0,Q310680,Q264346
0,Q717937,Q643180
1,Q305084,Q507605
1,Q342012,Q662277
0,Q499444,Q305986
1,Q480215,Q484478
1,Q060453,Q409321
0,Q133456,Q374947
1,Q353601,Q116151
0,Q223589,Q472053
1,Q181391,Q142277
1,Q706097,Q526798
1,Q457812,Q486371
0,Q677658,Q341798
0,Q465667,Q581996
0,Q310221,Q109776
1,Q545106,Q529005
0,Q428864,Q555781
0,Q506309,Q040000
0,Q670429,Q140177
1,Q561061,Q621258
0,Q044207,Q364788
1,Q186961,Q028931
1,Q215912,Q111990
1,Q520892,Q110392
1,Q409461,Q046049
1,Q648571,Q621929
0,Q226307,Q327052
0,Q199341,Q481294
1,Q340904,Q485074
1,Q690894,Q690189
1,Q284611,Q367868
0,Q357542,Q062586
1,Q033290,Q349987
1,Q708167,Q633546
1,Q330801,Q529152
0,Q628763,Q338598
0,Q068140,Q073259
1,Q363715,Q623577
1,Q443410,Q725443
1,Q217978,Q354850
0,Q419507,Q218406
1,Q221269,Q326570
1,Q600123,Q371990
1,Q378477,Q323422
0,Q344740,Q059221
0,Q080442,Q372317
0,Q160632,Q707260
1,Q398295,Q081677
1,Q501704,Q630478
1,Q097746,Q645410
0,Q707768,Q246937
0,Q452055,Q349474
1,Q707030,Q612208
0,Q194327,Q698801
0,Q238701,Q376600
0,Q319988,Q115707
1,Q452559,Q037752
0,Q002306,Q574052
1,Q571100,Q547897
0,Q049869,Q247633
0,Q517732,Q297994
1,Q565017,Q662570
0,Q594932,Q151945
0,Q144525,Q049461
1,Q606351,Q381444
0,Q304527,Q128404
1,Q428861,Q715144
0,Q556097,Q642376
1,Q716948,Q227793
0,Q003872,Q076068
1,Q202833,Q049956
0,Q023933,Q471802
0,Q254657,Q350807
0,Q150858,Q400772
1,Q058409,Q253000
1,Q708182,Q060369
1,Q160541,Q532138
0,Q471953,Q101215
0,Q054985,Q471210
0,Q391373,Q321762
0,Q518806,Q490410
0,Q351498,Q150860
1,Q148390,Q629038
0,Q641767,Q009308
1,Q022293,Q260754
1,Q039589,Q000520
0,Q554258,Q028809
0,Q114474,Q211751
0,Q521889,Q411637
0,Q518575,Q137534
0,Q076442,Q657432
0,Q069241,Q120864
1,Q321489,Q087672
0,Q285045,Q256864
1,Q444987,Q571100
1,Q447634,Q136685
1,Q458620,Q318838
0,Q287336,Q254853
0,Q102619,Q555925
0,Q396795,Q326153
1,Q442028,Q339467
0,Q352422,Q341994
1,Q485205,Q368378
0,Q336144,Q705827
0,Q187144,Q017764
0,Q051768,Q295070
0,Q482352,Q550628
0,Q673243,Q661170
0,Q453524,Q555980
1,Q152407,Q518468
1,Q015101,Q390145
1,Q284282,Q242215
1,Q324504,Q439839
1,Q541540,Q216306
0,Q623013,Q384775
1,Q228274,Q013399
1,Q198893,Q522003
0,Q551362,Q221789
1,Q380028,Q095416
1,Q031792,Q004714
0,Q010633,Q557635
1,Q655735,Q661478
1,Q484243,Q722248
1,Q402219,Q309664
0,Q196937,Q352436
1,Q094771,Q698299
1,Q270450,Q024547
0,Q348955,Q483950
1,Q663042,Q635493
1,Q662427,Q651455
0,Q208245,Q528981
0,Q508465,Q228076
0,Q052434,Q365936
1,Q242853,Q082365
0,Q076970,Q429440
0,Q124556,Q471841
1,Q390903,Q617067
1,Q048118,Q282675
0,Q565180,Q193952
1,Q553907,Q321159
0,Q127154,Q635008
1,Q661802,Q501841
0,Q384415,Q353496
0,Q314465,Q314316
0,Q354023,Q314446
1,Q291134,Q479166
1,Q313398,Q372648
1,Q453901,Q052299
1,Q346555,Q360625
1,Q162721,Q080459
0,Q488509,Q592965
0,Q151022,Q627426
1,Q246386,Q670726
1,Q370736,Q424600
1,Q061099,Q120850
1,Q612277,Q574799
1,Q558429,Q637691
1,Q530856,Q586766
0,Q387934,Q094323
0,Q299681,Q219409
1,Q266488,Q114521
0,Q603860,Q353838
0,Q668612,Q249982
1,Q520009,Q410949
0,Q603420,Q188353
1,Q382665,Q096725
1,Q051955,Q577920
1,Q094635,Q219176
0,Q132283,Q414368
0,Q592238,Q307186
1,Q565637,Q558709
1,Q711261,Q494503
0,Q466276,Q296756
0,Q568180,Q289092
1,Q672300,Q547039
0,Q127886,Q710114
1,Q638248,Q097880
0,Q153617,Q146109
1,Q602942,Q107715
1,Q442153,Q473455
1,Q599915,Q300781
1,Q205928,Q377343
1,Q502868,Q573279
0,Q635088,Q191430
0,Q017478,Q634669
0,Q579043,Q611033
1,Q418564,Q725079
0,Q532871,Q587527
1,Q204349,Q115447
0,Q481231,Q636818
0,Q246138,Q434560
0,Q231909,Q621805
0,Q303578,Q415183
0,Q051768,Q606143
1,Q665655,Q140480
1,Q357534,Q441671
0,Q097729,Q069226
1,Q479752,Q592414
1,Q708347,Q317178
1,Q670826,Q366895
0,Q158721,Q332200
0,Q305351,Q071835
0,Q197718,Q534359
0,Q292849,Q206130
1,Q488156,Q550903
0,Q117857,Q368663
0,Q100772,Q411444
0,Q653567,Q478766
0,Q010024,Q627088
0,Q399394,Q334866
1,Q459907,Q722460
1,Q447051,Q715613
1,Q532417,Q041585
0,Q645396,Q402064
1,Q279472,Q292415
0,Q278924,Q390931
1,Q092452,Q095799
1,Q052675,Q366457
0,Q322863,Q036590
1,Q681024,Q129870
1,Q534264,Q509742
1,Q266335,Q483507
0,Q518881,Q480142
0,Q625811,Q562792
0,Q666795,Q441587
1,Q209342,Q237837
1,Q680210,Q263611
1,Q696664,Q478033
1,Q535410,Q394623
1,Q402322,Q284611
0,Q329441,Q268751
1,Q251403,Q170582
1,Q417010,Q661937
0,Q586802,Q019319
1,Q037987,Q410230
1,Q207869,Q719381
0,Q302285,Q167983
0,Q341860,Q324267
1,Q077491,Q426780
0,Q593111,Q364048
1,Q396338,Q426835
1,Q209042,Q697886
0,Q279139,Q551486
1,Q057542,Q498333
1,Q432723,Q054899
0,Q309965,Q723108
1,Q326570,Q451610
1,Q460071,Q106143
1,Q273015,Q074910
1,Q148898,Q678770
1,Q534264,Q241400
0,Q362282,Q592310
0,Q519247,Q200008
0,Q269562,Q614476
1,Q712369,Q327912
1,Q674097,Q713649
0,Q584872,Q453784
1,Q162721,Q093007
1,Q264825,Q196240
1,Q144712,Q557703
0,Q628769,Q326394
0,Q553912,Q655695
1,Q567601,Q036391
0,Q693954,Q715996
1,Q314078,Q285842
1,Q314921,Q020179
0,Q395215,Q147611
1,Q564573,Q354850
0,Q723363,Q287983
0,Q389441,Q691735
1,Q596846,Q436059
1,Q474801,Q184701
1,Q551622,Q204650
0,Q662729,Q106621
1,Q260824,Q229768
1,Q520868,Q541725
0,Q299397,Q369585
1,Q179610,Q574059
0,Q505116,Q715881
0,Q626268,Q726490
0,Q672406,Q397125
1,Q021504,Q005396
0,Q324529,Q336183
0,Q310906,Q547803
1,Q359907,Q093007
1,Q104773,Q098998
0,Q265970,Q406583
0,Q109096,Q244015
1,Q384970,Q523728
1,Q255343,Q413663
0,Q187605,Q422123
0,Q240365,Q593342
1,Q451912,Q121176
1,Q214495,Q617904
0,Q517418,Q192685
0,Q727254,Q271103
1,Q702330,Q082894
1,Q019150,Q465290
0,Q123075,Q163719
1,Q168755,Q541032
1,Q120337,Q634331
1,Q205382,Q564954
0,Q015758,Q402063
0,Q336144,Q044207
0,Q106164,Q095003
0,Q638426,Q234221
0,Q369105,Q229583
0,Q416101,Q673386
0,Q559706,Q062935
0,Q038529,Q219955
1,Q025086,Q683870
0,Q161336,Q431089
1,Q200363,Q698521
0,Q523007,Q191630
0,Q079906,Q316384
0,Q003731,Q010797
1,Q276894,Q107345
0,Q307634,Q032330
1,Q235560,Q490477
1,Q397896,Q076558
0,Q633857,Q572952
1,Q571192,Q273066
0,Q038795,Q119582
1,Q718677,Q133659
1,Q270690,Q472430
0,Q347178,Q651604
1,Q017764,Q055503
1,Q240595,Q387070
1,Q420638,Q434621
0,Q421233,Q361183
0,Q178164,Q141933
0,Q435459,Q466130
1,Q529034,Q162585
1,Q636439,Q335683
1,Q576441,Q077930
1,Q177003,Q526664
1,Q681543,Q391859
0,Q507735,Q404045
0,Q475002,Q133656
0,Q656676,Q360943
0,Q412958,Q243519
0,Q390394,Q656628
1,Q267103,Q322425
1,Q353716,Q221968
1,Q686167,Q645435
1,Q620102,Q454858
0,Q193736,Q335125
1,Q546854,Q645635
0,Q105160,Q509670
1,Q383642,Q403004
0,Q451078,Q187944
0,Q095374,Q154732
0,Q420702,Q538664
0,Q517771,Q563486
1,Q050155,Q094641
1,Q299903,Q156167
0,Q542401,Q648168
1,Q574532,Q104693
1,Q191591,Q545666
0,Q541130,Q168051
0,Q321716,Q289280
0,Q348394,Q273337
1,Q346779,Q300417
1,Q047764,Q404310
0,Q659879,Q450217
1,Q681613,Q355655
0,Q154350,Q455376
1,Q251516,Q082294
0,Q118885,Q100249
0,Q469024,Q125590
0,Q726553,Q617299
0,Q183097,Q714230
1,Q181063,Q277483
1,Q083064,Q409847
1,Q657782,Q108083
1,Q482314,Q398847
0,Q274089,Q419677
1,Q070658,Q276936
1,Q107270,Q242601
0,Q463067,Q115747
1,Q330617,Q595827
1,Q429613,Q513070
0,Q065287,Q349394
1,Q309195,Q168614
0,Q677639,Q454295
0,Q532466,Q279482
1,Q281752,Q080464
1,Q672356,Q654932
0,Q417068,Q727813
0,Q353093,Q647835
1,Q151590,Q700481
0,Q019617,Q221873
1,Q673579,Q159595
1,Q529638,Q346389
0,Q084029,Q323778
1,Q692563,Q021956
0,Q090506,Q558135
0,Q132628,Q611338
1,Q689855,Q593101
1,Q571153,Q308821
1,Q400210,Q704668
0,Q334718,Q021627
1,Q522330,Q376293
0,Q544760,Q438136
0,Q525233,Q702237
1,Q474633,Q629185
1,Q680469,Q525203
1,Q148415,Q675928
0,Q523064,Q196028
0,Q447340,Q402848
1,Q383938,Q118191
0,Q230040,Q216076
0,Q108169,Q198759
1,Q400063,Q588005
0,Q173520,Q335873
0,Q396805,Q555938
0,Q408182,Q623823
1,Q210925,Q480230
1,Q492563,Q102909
1,Q454206,Q015372
0,Q178769,Q519597
1,Q532177,Q561240
0,Q375528,Q348945
0,Q718003,Q666916
0,Q517600,Q559595
1,Q018679,Q329238
0,Q389872,Q378230
1,Q236923,Q329238
1,Q266137,Q503854
0,Q490258,Q360835
1,Q406188,Q496234
0,Q706497,Q414236
1,Q349465,Q159279
1,Q066428,Q583827
0,Q080161,Q084278
0,Q381429,Q532925
0,Q132411,Q623635
1,Q175513,Q474450
0,Q683907,Q288159
1,Q422420,Q296477
1,Q599376,Q229966
0,Q639357,Q640654
1,Q107940,Q475438
1,Q390446,Q491443
1,Q431864,Q662660
0,Q202051,Q243384
1,Q538970,Q265657
0,Q421339,Q093007
0,Q587022,Q218043
0,Q454489,Q391431
0,Q553993,Q040466
1,Q411116,Q270719
1,Q608988,Q543350
1,Q075202,Q123525
0,Q675004,Q412265
1,Q564001,Q629156
0,Q405882,Q279877
1,Q219166,Q126706
0,Q590955,Q595359
1,Q429573,Q267904
1,Q135514,Q527020
0,Q097947,Q241710
1,Q220721,Q130785
0,Q021126,Q094438
0,Q423795,Q642406
1,Q522619,Q641498
0,Q350744,Q228479
1,Q318940,Q004798
0,Q033078,Q239907
0,Q255389,Q262746
0,Q034038,Q243619
0,Q150124,Q608226
1,Q014710,Q560059
0,Q404253,Q309013
0,Q458772,Q016436
1,Q456673,Q649525
0,Q479752,Q517210
1,Q591899,Q495869
1,Q614932,Q467641
1,Q475560,Q188097
0,Q033108,Q652760
0,Q653793,Q638306
0,Q696089,Q411043
0,Q707366,Q423094
0,Q054794,Q511544
0,Q235556,Q367041
1,Q130520,Q485579
1,Q487732,Q720508
1,Q027663,Q587429
1,Q219304,Q461111
0,Q412702,Q562406
1,Q187433,Q435798
1,Q174315,Q397047
1,Q013523,Q586439
0,Q144201,Q495535
1,Q255051,Q057883
0,Q063918,Q368939
0,Q361216,Q590131
1,Q062616,Q149667
1,Q472473,Q140490
1,Q247040,Q207044
1,Q060955,Q440134
0,Q120126,Q221882
1,Q502391,Q598336
1,Q236416,Q575894
1,Q496046,Q672328
0,Q128223,Q249573
0,Q630576,Q159082
1,Q661937,Q378230
0,Q568104,Q474654
1,Q651839,Q230414
1,Q496714,Q155698
0,Q536685,Q433124
1,Q683467,Q420437
0,Q549539,Q209369
0,Q291781,Q423094
0,Q690432,Q473488
1,Q090331,Q591039
1,Q318200,Q554859
0,Q231575,Q108360
1,Q562113,Q069615
0,Q548433,Q562633
1,Q481115,Q726254
0,Q014148,Q057926
1,Q581884,Q288582
1,Q270629,Q541404
1,Q235551,Q095405
0,Q022620,Q653199
0,Q456635,Q194210
1,Q665740,Q056306
1,Q535650,Q450306
1,Q482460,Q122027
0,Q348502,Q699996
0,Q692933,Q698952
0,Q122553,Q674481
1,Q200405,Q339303
1,Q588907,Q302840
1,Q438720,Q578855
0,Q681299,Q371429
0,Q043106,Q591782
0,Q330822,Q551828
1,Q716706,Q505083
1,Q047282,Q690901
1,Q315120,Q065768
0,Q688848,Q151092
1,Q200931,Q469588
0,Q447874,Q522741
0,Q585995,Q091818
0,Q638306,Q117968
1,Q720320,Q387345
0,Q013807,Q420975
1,Q616593,Q338475
1,Q530764,Q232813
1,Q414945,Q435529
1,Q512086,Q168818
0,Q531543,Q662558
0,Q559607,Q717409
1,Q230698,Q301294
0,Q162475,Q174586
1,Q224466,Q457001
0,Q331446,Q009043
1,Q248693,Q606351
0,Q492858,Q227948
1,Q437863,Q460995
1,Q291017,Q161912
0,Q074269,Q624305
0,Q030600,Q398424
1,Q150964,Q273651
0,Q204916,Q558253
0,Q272465,Q311837
0,Q496834,Q187800
1,Q621794,Q299397
0,Q498354,Q390903
0,Q113750,Q077103
0,Q009990,Q077450
0,Q580116,Q522741
1,Q394688,Q040269
0,Q511544,Q303211
0,Q314689,Q129852
1,Q481322,Q231254
1,Q579815,Q100259
1,Q181175,Q421674
1,Q048969,Q210723
1,Q496564,Q557852
0,Q288858,Q072007
1,Q517837,Q183055
1,Q657660,Q176810
1,Q721478,Q649525
1,Q316105,Q572689
0,Q225676,Q228116
1,Q401274,Q549579
1,Q249991,Q175260
0,Q088771,Q260441
0,Q671599,Q243990
0,Q518161,Q308911
1,Q048684,Q330709
0,Q409912,Q490067
1,Q119278,Q209023
1,Q192969,Q133754
0,Q689393,Q356780
0,Q461477,Q022654
0,Q204863,Q135929
0,Q551430,Q303002
1,Q340775,Q452566
0,Q293778,Q438689
0,Q230768,Q410146
0,Q720496,Q214533
1,Q400021,Q520404
1,Q727700,Q463725
0,Q478011,Q431581
1,Q531815,Q463749
1,Q472030,Q530088
0,Q539360,Q137721
1,Q410548,Q030874
0,Q321308,Q218716
0,Q123163,Q515684
1,Q723374,Q132017
1,Q258828,Q093007
0,Q053001,Q337715
1,Q368932,Q382228
1,Q715227,Q621225
1,Q342932,Q040928
1,Q158442,Q164607
1,Q010145,Q541148
0,Q696192,Q266173
1,Q697122,Q318240
1,Q044700,Q723108
0,Q641485,Q575087
0,Q603064,Q217428
1,Q271916,Q349058
1,Q291797,Q727462
1,Q568531,Q603842
0,Q280253,Q649174
0,Q632295,Q459907
1,Q307032,Q428460
0,Q703431,Q067269
0,Q452911,Q487223
1,Q561783,Q532519
0,Q319372,Q012374
1,Q532377,Q432196
0,Q496870,Q223694
1,Q597223,Q558686
1,Q008240,Q597925
1,Q102163,Q037349
1,Q408975,Q567476
0,Q254963,Q625207
0,Q708803,Q099533
1,Q528175,Q449203
1,Q678181,Q358678
0,Q683422,Q651936
1,Q096795,Q307326
1,Q087019,Q023733
0,Q288701,Q389372
0,Q396006,Q610507
1,Q582380,Q517791
0,Q378886,Q466200
1,Q175002,Q141294
0,Q609426,Q280416
1,Q486188,Q680016
0,Q257345,Q681925
0,Q248740,Q412988
0,Q696428,Q371460
0,Q391859,Q677243
0,Q133859,Q335113
0,Q055236,Q471866
1,Q398055,Q343237
0,Q546128,Q415539
1,Q529701,Q498612
1,Q446363,Q513756
0,Q248280,Q385066
0,Q618214,Q218800
1,Q264458,Q016206
1,Q091414,Q131257
1,Q411578,Q672269
1,Q121176,Q541297
0,Q353380,Q059181
1,Q164448,Q049956
0,Q027485,Q577686
1,Q358379,Q496339
0,Q163940,Q195041
0,Q411578,Q685140
1,Q696300,Q572442
1,Q237403,Q052792
1,Q708147,Q681543
1,Q694130,Q527743
1,Q579796,Q482014
1,Q160968,Q297153
0,Q496339,Q067031
0,Q601759,Q484721
1,Q004202,Q546641
1,Q601059,Q546582
0,Q131804,Q007928
1,Q326885,Q392068
1,Q334718,Q398871
0,Q105611,Q018634
1,Q374255,Q254698
1,Q329553,Q422839
0,Q494045,Q218232
1,Q379740,Q390942
0,Q051010,Q513819
0,Q003731,Q347552
1,Q235826,Q414588
0,Q309634,Q380189
0,Q412424,Q653752
1,Q091024,Q110337
0,Q712823,Q447181
1,Q301399,Q537753
0,Q662558,Q189714
0,Q643826,Q613349
0,Q623785,Q089504
1,Q484147,Q727573
1,Q661708,Q299009
0,Q326435,Q492779
1,Q191029,Q108657
1,Q369967,Q137811
0,Q009217,Q450524
0,Q205482,Q708945
1,Q349058,Q054411
1,Q159328,Q604501
0,Q228171,Q433639
0,Q501161,Q166142
1,Q717262,Q554176
1,Q600554,Q201388
0,Q312139,Q243749
0,Q104171,Q468031
1,Q553004,Q054895
1,Q022062,Q231165
1,Q641206,Q206729
0,Q528181,Q036764
1,Q651039,Q309703
1,Q504534,Q369713
0,Q009885,Q315700
0,Q102246,Q666958
0,Q238050,Q091833
0,Q291005,Q154794
0,Q363299,Q206080
1,Q611338,Q230528
0,Q335873,Q128185
1,Q218044,Q644272
0,Q367483,Q430279
1,Q300289,Q651115
0,Q568278,Q674604
1,Q525982,Q326315
0,Q693815,Q366115
0,Q469047,Q173689
1,Q002423,Q388851
0,Q045911,Q248966
1,Q457922,Q087792
0,Q296205,Q191604
1,Q613280,Q371616
1,Q024174,Q152730
1,Q672161,Q676869
0,Q300971,Q451340
1,Q253233,Q069257
0,Q172231,Q686505
0,Q572030,Q549614
1,Q383262,Q117510
0,Q635698,Q478810
1,Q468124,Q434560
0,Q288260,Q346088
0,Q728007,Q419609
0,Q630478,Q520790
0,Q695462,Q232742
0,Q330027,Q083377
0,Q070055,Q216399
0,Q265490,Q034271
0,Q562957,Q681664
0,Q277469,Q035599
1,Q490909,Q220726
1,Q111332,Q223382
0,Q102412,Q699524
0,Q063430,Q697071
0,Q567913,Q467114
1,Q318996,Q586906
1,Q664165,Q125356
0,Q647357,Q720880
0,Q018129,Q345243
1,Q120763,Q253652
1,Q394511,Q309112
0,Q489328,Q506758
0,Q268740,Q113936
1,Q002423,Q685258
0,Q499841,Q209273
0,Q031475,Q313811
1,Q564190,Q042945
1,Q700958,Q268875
0,Q064565,Q519390
1,Q303453,Q390903
0,Q189647,Q042762
1,Q337508,Q262774
0,Q714652,Q467868
0,Q628020,Q295666
0,Q283811,Q043075
0,Q601866,Q017608
0,Q053389,Q229329
1,Q262040,Q637623
0,Q341003,Q504091
0,Q379404,Q478495
1,Q500845,Q565405
0,Q235080,Q642203
1,Q156759,Q162721
0,Q221266,Q701702
1,Q329437,Q612170
0,Q069081,Q705164
0,Q645900,Q425254
1,Q192505,Q201591
0,Q175267,Q593269
1,Q400994,Q518745
0,Q641212,Q359446
0,Q011973,Q668768
0,Q592791,Q266628
1,Q583019,Q046815
0,Q347898,Q608705
0,Q525665,Q620779
0,Q412326,Q606522
1,Q031360,Q533790
0,Q559830,Q441377
0,Q282118,Q335498
1,Q024547,Q438008
1,Q641351,Q434657
1,Q689160,Q249070
1,Q703962,Q351319
1,Q241474,Q039248
1,Q177539,Q075232
0,Q198537,Q085971
0,Q700611,Q111845
0,Q488577,Q486826
1,Q187218,Q303674
1,Q247937,Q355846
1,Q057130,Q070851
1,Q336499,Q436308
1,Q045195,Q082011
1,Q140600,Q621909
1,Q333470,Q234035
1,Q520308,Q524474
0,Q547031,Q407205
0,Q046021,Q275834
0,Q146123,Q117429
1,Q446564,Q483396
0,Q245104,Q355777
1,Q677478,Q210752
1,Q206903,Q346357
1,Q520567,Q320903
0,Q592674,Q164917
1,Q139756,Q130658
1,Q388951,Q662142
1,Q155624,Q163719
0,Q291225,Q460291
1,Q100617,Q354073
1,Q031425,Q167983
1,Q294930,Q644208
1,Q254465,Q588133
1,Q695162,Q669853
1,Q036417,Q001556
